121395	121396	2
121391	121394	1
121393	121394	1
121391	121392	1
121383	121390	1
121389	121390	4
121384	121386	1
121366	121384	1
121383	121384	1
121379	121382	1
121380	121382	2
121379	121380	2
121377	121378	2
121374	121376	2
121375	121376	2
121373	121374	1
121371	121372	1
121368	121370	1
121367	121368	1
121318	121366	1
121365	121366	4
121359	121364	1
121358	121360	1
121355	121356	2
121353	121354	2
121350	121352	1
121339	121350	1
121349	121350	1
121347	121348	1
121343	121346	1
121340	121344	1
121343	121344	1
121339	121340	1
121334	121336	1
121335	121336	1
121333	121334	1
121331	121332	1
121328	121330	1
121329	121330	1
121327	121328	2
121322	121324	1
121319	121320	2
121316	121318	1
121317	121318	4
121315	121316	2
121303	121312	1
121294	121300	1
121289	121290	1
121282	121284	1
121283	121284	1
121279	121280	1
121277	121278	2
121269	121270	1
121256	121268	1
121258	121266	1
121265	121266	1
121263	121264	1
121255	121256	1
121238	121244	1
121240	121242	2
121238	121240	1
121231	121232	1
121206	121230	1
121223	121224	1
121216	121218	1
121213	121216	1
121214	121216	1
121135	121214	1
121207	121210	1
121202	121204	1
121201	121202	1
121197	121198	1
121194	121196	1
121189	121190	1
121179	121180	1
121165	121166	1
121155	121156	1
121153	121154	2
121151	121152	1
121149	121150	1
121141	121142	2
121132	121138	1
121136	121138	1
121137	121138	2
121134	121136	1
121135	121136	1
121127	121128	1
121125	121126	1
121120	121122	2
121115	121116	1
121113	121114	1
121107	121108	1
121099	121102	1
121097	121100	1
121095	121096	1
121093	121094	1
121090	121092	1
121091	121092	2
121085	121086	2
121080	121082	1
121079	121080	2
121052	121062	1
121057	121062	1
121053	121054	1
121006	121052	1
121050	121052	1
121051	121052	1
121039	121040	1
121026	121034	1
121031	121032	1
121021	121022	1
121013	121014	1
121010	121012	1
121009	121010	1
121003	121008	1
120998	121006	1
121001	121002	1
120988	120998	1
120996	120998	1
120991	120992	1
120987	120990	1
120989	120990	1
120987	120988	1
120985	120986	1
120982	120984	1
120968	120982	1
120980	120982	1
120976	120978	1
120971	120972	2
120969	120970	1
120960	120966	1
120965	120966	1
120963	120964	1
120937	120962	1
120961	120962	1
120953	120954	1
120937	120938	1
120931	120932	2
120929	120930	1
120927	120928	1
120923	120924	1
120921	120922	1
120337	120918	1
120913	120916	1
120907	120908	2
120898	120900	1
120895	120896	1
120883	120884	1
120873	120878	1
120877	120878	2
120871	120872	1
120865	120866	1
120856	120860	1
120859	120860	1
120857	120858	2
120847	120848	2
120841	120846	1
120822	120844	1
120842	120844	1
120835	120836	2
120830	120832	1
