121342	121366	1
121354	121366	1
121364	121366	1
121363	121364	1
121361	121362	3
121351	121352	1
121348	121350	1
121337	121338	1
121327	121328	1
121293	121294	1
121285	121286	1
121265	121266	1
121253	121254	1
121219	121248	1
121217	121218	1
121208	121212	1
121203	121208	1
121154	121156	1
121063	121064	1
121026	121028	1
121013	121014	1
120991	120992	1
120942	120974	1
120938	120940	1
120937	120938	1
120931	120932	1
120917	120918	1
120908	120910	1
120889	120890	1
120879	120882	1
120879	120880	1
120877	120878	1
120873	120874	1
120850	120852	1
120817	120826	1
120822	120824	1
118914	120784	1
120743	120744	1
120721	120722	1
120713	120714	1
120700	120702	1
120639	120640	1
120625	120626	1
120508	120534	1
120517	120522	1
120485	120486	1
120409	120410	1
120341	120342	1
120043	120336	1
120329	120330	1
120292	120294	1
120279	120280	1
120253	120276	1
120269	120270	1
120183	120184	1
120171	120174	1
120147	120148	1
120092	120098	1
120031	120032	1
120011	120012	1
119987	120000	1
119999	120000	1
119953	119960	1
119912	119914	1
119852	119854	1
119823	119826	1
119820	119822	1
119737	119738	1
119703	119704	1
119571	119574	1
119527	119528	1
119517	119518	1
119437	119438	1
119183	119192	1
119079	119090	1
119025	119026	1
119013	119014	1
119002	119004	1
118941	118942	1
118937	118938	1
118919	118920	1
118685	118686	1
118649	118650	1
118118	118122	1
118083	118084	1
118011	118012	1
117949	117958	1
117759	117760	1
117751	117754	1
117729	117730	1
117265	117268	1
116491	116492	1
111103	111104	1
106829	106830	1
102229	102230	1
99061	99062	1
76115	76132	1
72221	72224	1
67989	67990	1
66765	66766	1
65910	65910	1
64203	64204	1
62023	62024	1
60927	60928	2
56978	56978	1
55515	55516	1
49985	49986	1
49592	49592	1
47621	47622	1
44095	44096	1
42832	42832	1
41150	41194	1
40408	40408	1
31352	31352	1
30339	30344	1
29791	29792	1
28088	28088	1
27967	27968	1
27618	27618	1
27364	27364	1
22547	22548	1
20043	20044	1
20013	20014	1
19547	19548	1
18626	18626	1
17143	17144	1
16123	16124	1
14086	14086	1
13528	13528	1
13466	13470	1
13247	13250	1
10964	10964	1
10468	10476	1
10476	10476	1
10373	10374	1
10362	10362	1
8924	8926	1
8925	8926	1
7882	7884	1
7385	7392	1
7056	7058	1
6197	6198	1
5921	5922	1
4513	4514	1
3454	3454	1
1345	1346	1
186	186	1
175	176	1
28	28	1
